video_id,category_1,category_2,rank,task_id,video_path,download_status,feature_path,feature_exists,label
Ft9rlQHd_EU,Hobbies and Crafts,Crafts,46,113850,/content/drive/MyDrive/lab2_howto100m/videos/vid_Ft9rlQHd_EU.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Ft9rlQHd_EU.npy,True,0
sU9iFV-PRVE,Hobbies and Crafts,Crafts,162,7801,/content/drive/MyDrive/lab2_howto100m/videos/vid_sU9iFV-PRVE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_sU9iFV-PRVE.npy,True,0
SGXN70fwioE,Hobbies and Crafts,Crafts,79,86999,/content/drive/MyDrive/lab2_howto100m/videos/vid_SGXN70fwioE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_SGXN70fwioE.npy,True,0
KpZ42jN5VYc,Hobbies and Crafts,Crafts,110,93282,/content/drive/MyDrive/lab2_howto100m/videos/vid_KpZ42jN5VYc.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_KpZ42jN5VYc.npy,True,0
9Pqp4cNRT6E,Hobbies and Crafts,Crafts,145,91009,/content/drive/MyDrive/lab2_howto100m/videos/vid_9Pqp4cNRT6E.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_9Pqp4cNRT6E.npy,True,0
vvW0w-JJUXM,Hobbies and Crafts,Crafts,169,105592,/content/drive/MyDrive/lab2_howto100m/videos/vid_vvW0w-JJUXM.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_vvW0w-JJUXM.npy,True,0
bE3RGkRdY_I,Hobbies and Crafts,Crafts,162,93255,/content/drive/MyDrive/lab2_howto100m/videos/vid_bE3RGkRdY_I.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_bE3RGkRdY_I.npy,True,0
us8f6uFlcWU,Hobbies and Crafts,Crafts,154,46886,/content/drive/MyDrive/lab2_howto100m/videos/vid_us8f6uFlcWU.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_us8f6uFlcWU.npy,True,0
nrN6rEKCEac,Hobbies and Crafts,Crafts,34,77768,/content/drive/MyDrive/lab2_howto100m/videos/vid_nrN6rEKCEac.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_nrN6rEKCEac.npy,True,0
bllFF-4r5hQ,Hobbies and Crafts,Crafts,31,21609,/content/drive/MyDrive/lab2_howto100m/videos/vid_bllFF-4r5hQ.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_bllFF-4r5hQ.npy,True,0
LmVS8EBv4Pk,Hobbies and Crafts,Crafts,18,25138,/content/drive/MyDrive/lab2_howto100m/videos/vid_LmVS8EBv4Pk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_LmVS8EBv4Pk.npy,True,0
mQimRFnZS4o,Hobbies and Crafts,Crafts,133,13595,/content/drive/MyDrive/lab2_howto100m/videos/vid_mQimRFnZS4o.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_mQimRFnZS4o.npy,True,0
M1hYwcEza3U,Hobbies and Crafts,Crafts,11,9103,/content/drive/MyDrive/lab2_howto100m/videos/vid_M1hYwcEza3U.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_M1hYwcEza3U.npy,True,0
OUb8PVPWkT8,Hobbies and Crafts,Crafts,150,22053,/content/drive/MyDrive/lab2_howto100m/videos/vid_OUb8PVPWkT8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_OUb8PVPWkT8.npy,True,0
A0aqIa5Chpo,Hobbies and Crafts,Crafts,119,7169,/content/drive/MyDrive/lab2_howto100m/videos/vid_A0aqIa5Chpo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_A0aqIa5Chpo.npy,True,0
ozVnnjOUgR4,Hobbies and Crafts,Crafts,49,20099,/content/drive/MyDrive/lab2_howto100m/videos/vid_ozVnnjOUgR4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ozVnnjOUgR4.npy,True,0
17Z8Hw86f_o,Hobbies and Crafts,Crafts,22,86070,/content/drive/MyDrive/lab2_howto100m/videos/vid_17Z8Hw86f_o.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_17Z8Hw86f_o.npy,True,0
dMvuwl9V6OM,Hobbies and Crafts,Crafts,88,81726,/content/drive/MyDrive/lab2_howto100m/videos/vid_dMvuwl9V6OM.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dMvuwl9V6OM.npy,True,0
fR8xWR48sGw,Hobbies and Crafts,Crafts,100,10624,/content/drive/MyDrive/lab2_howto100m/videos/vid_fR8xWR48sGw.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_fR8xWR48sGw.npy,True,0
q-bPiFuPFdU,Hobbies and Crafts,Crafts,178,114515,/content/drive/MyDrive/lab2_howto100m/videos/vid_q-bPiFuPFdU.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_q-bPiFuPFdU.npy,True,0
s2nSjKFT2n8,Hobbies and Crafts,Crafts,42,40210,/content/drive/MyDrive/lab2_howto100m/videos/vid_s2nSjKFT2n8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_s2nSjKFT2n8.npy,True,0
Qrxu8FvJVpA,Hobbies and Crafts,Games,106,28334,/content/drive/MyDrive/lab2_howto100m/videos/vid_Qrxu8FvJVpA.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Qrxu8FvJVpA.npy,True,1
jcpMyNR4PGs,Hobbies and Crafts,Games,85,86573,/content/drive/MyDrive/lab2_howto100m/videos/vid_jcpMyNR4PGs.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_jcpMyNR4PGs.npy,True,1
I--cUceWhz8,Hobbies and Crafts,Games,107,56697,/content/drive/MyDrive/lab2_howto100m/videos/vid_I--cUceWhz8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_I--cUceWhz8.npy,True,1
mKhDudgfz1I,Hobbies and Crafts,Games,77,56699,/content/drive/MyDrive/lab2_howto100m/videos/vid_mKhDudgfz1I.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_mKhDudgfz1I.npy,True,1
JMXG_M6WEwk,Hobbies and Crafts,Games,72,69769,/content/drive/MyDrive/lab2_howto100m/videos/vid_JMXG_M6WEwk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_JMXG_M6WEwk.npy,True,1
cxMpZg5Ljbk,Hobbies and Crafts,Games,179,15177,/content/drive/MyDrive/lab2_howto100m/videos/vid_cxMpZg5Ljbk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_cxMpZg5Ljbk.npy,True,1
TQo8niFy3iY,Hobbies and Crafts,Games,160,72923,/content/drive/MyDrive/lab2_howto100m/videos/vid_TQo8niFy3iY.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_TQo8niFy3iY.npy,True,1
sQdFREsdS7E,Hobbies and Crafts,Games,119,86573,/content/drive/MyDrive/lab2_howto100m/videos/vid_sQdFREsdS7E.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_sQdFREsdS7E.npy,True,1
gJgHgoaBTIk,Hobbies and Crafts,Games,172,114392,/content/drive/MyDrive/lab2_howto100m/videos/vid_gJgHgoaBTIk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_gJgHgoaBTIk.npy,True,1
B3d_lS2N-T4,Hobbies and Crafts,Games,35,110402,/content/drive/MyDrive/lab2_howto100m/videos/vid_B3d_lS2N-T4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_B3d_lS2N-T4.npy,True,1
xc-geMAiVGY,Hobbies and Crafts,Games,12,62587,/content/drive/MyDrive/lab2_howto100m/videos/vid_xc-geMAiVGY.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_xc-geMAiVGY.npy,True,1
93Zs3PQURq8,Hobbies and Crafts,Games,108,116210,/content/drive/MyDrive/lab2_howto100m/videos/vid_93Zs3PQURq8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_93Zs3PQURq8.npy,True,1
zmwdkdnr1BM,Hobbies and Crafts,Games,35,79423,/content/drive/MyDrive/lab2_howto100m/videos/vid_zmwdkdnr1BM.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_zmwdkdnr1BM.npy,True,1
IMolvDI1awU,Hobbies and Crafts,Games,136,82940,/content/drive/MyDrive/lab2_howto100m/videos/vid_IMolvDI1awU.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_IMolvDI1awU.npy,True,1
PKgzrPy6isE,Hobbies and Crafts,Games,12,86588,/content/drive/MyDrive/lab2_howto100m/videos/vid_PKgzrPy6isE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_PKgzrPy6isE.npy,True,1
NigqmAcm1Ko,Hobbies and Crafts,Games,148,39405,/content/drive/MyDrive/lab2_howto100m/videos/vid_NigqmAcm1Ko.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_NigqmAcm1Ko.npy,True,1
_9QmKB1JOo8,Hobbies and Crafts,Games,154,3766,/content/drive/MyDrive/lab2_howto100m/videos/vid__9QmKB1JOo8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid__9QmKB1JOo8.npy,True,1
dyBa2U7gvr4,Hobbies and Crafts,Games,143,62593,/content/drive/MyDrive/lab2_howto100m/videos/vid_dyBa2U7gvr4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_dyBa2U7gvr4.npy,True,1
8ggdBCXaRC4,Hobbies and Crafts,Games,96,69756,/content/drive/MyDrive/lab2_howto100m/videos/vid_8ggdBCXaRC4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_8ggdBCXaRC4.npy,True,1
FyK2GWFNuA8,Hobbies and Crafts,Games,42,30197,/content/drive/MyDrive/lab2_howto100m/videos/vid_FyK2GWFNuA8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_FyK2GWFNuA8.npy,True,1
_aUa4AjWb94,Hobbies and Crafts,Games,36,95975,/content/drive/MyDrive/lab2_howto100m/videos/vid__aUa4AjWb94.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid__aUa4AjWb94.npy,True,1
ll8ED3ROjMk,Hobbies and Crafts,Games,7,86580,/content/drive/MyDrive/lab2_howto100m/videos/vid_ll8ED3ROjMk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ll8ED3ROjMk.npy,True,1
uqGpgUvUWio,Hobbies and Crafts,Games,147,2226,/content/drive/MyDrive/lab2_howto100m/videos/vid_uqGpgUvUWio.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_uqGpgUvUWio.npy,True,1
RhVkGe-Qtns,Hobbies and Crafts,Games,38,90448,/content/drive/MyDrive/lab2_howto100m/videos/vid_RhVkGe-Qtns.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_RhVkGe-Qtns.npy,True,1
JEGO2m8Rytc,Hobbies and Crafts,Games,164,103000,/content/drive/MyDrive/lab2_howto100m/videos/vid_JEGO2m8Rytc.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_JEGO2m8Rytc.npy,True,1
BF9sm7npKPs,Hobbies and Crafts,Games,3,15178,/content/drive/MyDrive/lab2_howto100m/videos/vid_BF9sm7npKPs.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_BF9sm7npKPs.npy,True,1
YvBpvExG-pk,Hobbies and Crafts,Games,102,2231,/content/drive/MyDrive/lab2_howto100m/videos/vid_YvBpvExG-pk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_YvBpvExG-pk.npy,True,1
9ViHpHCCJT8,Hobbies and Crafts,Games,39,105690,/content/drive/MyDrive/lab2_howto100m/videos/vid_9ViHpHCCJT8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_9ViHpHCCJT8.npy,True,1
hKZLuXQgSY0,Hobbies and Crafts,Games,133,86984,/content/drive/MyDrive/lab2_howto100m/videos/vid_hKZLuXQgSY0.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_hKZLuXQgSY0.npy,True,1
jus3zkL8gOI,Hobbies and Crafts,Games,12,72927,/content/drive/MyDrive/lab2_howto100m/videos/vid_jus3zkL8gOI.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_jus3zkL8gOI.npy,True,1
LRj8whKmN1M,Hobbies and Crafts,Games,122,3745,/content/drive/MyDrive/lab2_howto100m/videos/vid_LRj8whKmN1M.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_LRj8whKmN1M.npy,True,1
IRQSkkxHu3s,Hobbies and Crafts,Games,174,117790,/content/drive/MyDrive/lab2_howto100m/videos/vid_IRQSkkxHu3s.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_IRQSkkxHu3s.npy,True,1
QSBWgah3M2A,Hobbies and Crafts,Games,144,107066,/content/drive/MyDrive/lab2_howto100m/videos/vid_QSBWgah3M2A.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_QSBWgah3M2A.npy,True,1
FConN-DT2uY,Hobbies and Crafts,Games,134,69769,/content/drive/MyDrive/lab2_howto100m/videos/vid_FConN-DT2uY.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_FConN-DT2uY.npy,True,1
k42csUsBqQw,Hobbies and Crafts,Games,163,69757,/content/drive/MyDrive/lab2_howto100m/videos/vid_k42csUsBqQw.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_k42csUsBqQw.npy,True,1
q8uVQmPU334,Hobbies and Crafts,Games,167,95975,/content/drive/MyDrive/lab2_howto100m/videos/vid_q8uVQmPU334.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_q8uVQmPU334.npy,True,1
1gWc7K4gnV4,Hobbies and Crafts,Games,123,51118,/content/drive/MyDrive/lab2_howto100m/videos/vid_1gWc7K4gnV4.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_1gWc7K4gnV4.npy,True,1
MprG7D-7jg0,Hobbies and Crafts,Games,5,69764,/content/drive/MyDrive/lab2_howto100m/videos/vid_MprG7D-7jg0.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_MprG7D-7jg0.npy,True,1
d_bJe4CYo-A,Hobbies and Crafts,Games,9,40428,/content/drive/MyDrive/lab2_howto100m/videos/vid_d_bJe4CYo-A.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_d_bJe4CYo-A.npy,True,1
9OTRyuU3isk,Hobbies and Crafts,Games,50,95975,/content/drive/MyDrive/lab2_howto100m/videos/vid_9OTRyuU3isk.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_9OTRyuU3isk.npy,True,1
Rmm99GgQ5j8,Hobbies and Crafts,Toys,100,36048,/content/drive/MyDrive/lab2_howto100m/videos/vid_Rmm99GgQ5j8.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Rmm99GgQ5j8.npy,True,2
TWk_BqA42fo,Hobbies and Crafts,Toys,111,25226,/content/drive/MyDrive/lab2_howto100m/videos/vid_TWk_BqA42fo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_TWk_BqA42fo.npy,True,2
fAU1TJHmDYE,Hobbies and Crafts,Toys,4,30800,/content/drive/MyDrive/lab2_howto100m/videos/vid_fAU1TJHmDYE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_fAU1TJHmDYE.npy,True,2
2w229UtdNcs,Hobbies and Crafts,Toys,28,10770,/content/drive/MyDrive/lab2_howto100m/videos/vid_2w229UtdNcs.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_2w229UtdNcs.npy,True,2
W6mOF5e6sYA,Hobbies and Crafts,Toys,177,13199,/content/drive/MyDrive/lab2_howto100m/videos/vid_W6mOF5e6sYA.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_W6mOF5e6sYA.npy,True,2
RtM4hZPGLqY,Hobbies and Crafts,Toys,142,110620,/content/drive/MyDrive/lab2_howto100m/videos/vid_RtM4hZPGLqY.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_RtM4hZPGLqY.npy,True,2
RTAQ3DwF41Q,Hobbies and Crafts,Toys,22,74898,/content/drive/MyDrive/lab2_howto100m/videos/vid_RTAQ3DwF41Q.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_RTAQ3DwF41Q.npy,True,2
ua__xf55z1Q,Hobbies and Crafts,Toys,84,66026,/content/drive/MyDrive/lab2_howto100m/videos/vid_ua__xf55z1Q.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ua__xf55z1Q.npy,True,2
eL-qUtNtoUI,Hobbies and Crafts,Toys,75,17693,/content/drive/MyDrive/lab2_howto100m/videos/vid_eL-qUtNtoUI.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_eL-qUtNtoUI.npy,True,2
Ck-PoaS0jPU,Hobbies and Crafts,Toys,87,84355,/content/drive/MyDrive/lab2_howto100m/videos/vid_Ck-PoaS0jPU.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Ck-PoaS0jPU.npy,True,2
UKaJ7MWZ4Vg,Hobbies and Crafts,Toys,57,14453,/content/drive/MyDrive/lab2_howto100m/videos/vid_UKaJ7MWZ4Vg.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_UKaJ7MWZ4Vg.npy,True,2
pYK-VDbOpuc,Hobbies and Crafts,Toys,83,84364,/content/drive/MyDrive/lab2_howto100m/videos/vid_pYK-VDbOpuc.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_pYK-VDbOpuc.npy,True,2
19_lW_Su4sA,Hobbies and Crafts,Toys,60,96396,/content/drive/MyDrive/lab2_howto100m/videos/vid_19_lW_Su4sA.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_19_lW_Su4sA.npy,True,2
E1h3tNv0NUE,Hobbies and Crafts,Toys,18,105888,/content/drive/MyDrive/lab2_howto100m/videos/vid_E1h3tNv0NUE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_E1h3tNv0NUE.npy,True,2
yy3hTjQdofY,Hobbies and Crafts,Toys,9,1140,/content/drive/MyDrive/lab2_howto100m/videos/vid_yy3hTjQdofY.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_yy3hTjQdofY.npy,True,2
7BSkS1xa5AM,Hobbies and Crafts,Toys,119,105886,/content/drive/MyDrive/lab2_howto100m/videos/vid_7BSkS1xa5AM.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_7BSkS1xa5AM.npy,True,2
388S21NFxSE,Hobbies and Crafts,Toys,72,77517,/content/drive/MyDrive/lab2_howto100m/videos/vid_388S21NFxSE.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_388S21NFxSE.npy,True,2
AOUjqmA6880,Hobbies and Crafts,Toys,84,14453,/content/drive/MyDrive/lab2_howto100m/videos/vid_AOUjqmA6880.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_AOUjqmA6880.npy,True,2
07k7iyiE_1U,Hobbies and Crafts,Toys,72,36048,/content/drive/MyDrive/lab2_howto100m/videos/vid_07k7iyiE_1U.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_07k7iyiE_1U.npy,True,2
cEcz2TR5Jgo,Hobbies and Crafts,Toys,169,66027,/content/drive/MyDrive/lab2_howto100m/videos/vid_cEcz2TR5Jgo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_cEcz2TR5Jgo.npy,True,2
Vz1ulE2N28s,Hobbies and Crafts,Toys,88,32983,/content/drive/MyDrive/lab2_howto100m/videos/vid_Vz1ulE2N28s.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Vz1ulE2N28s.npy,True,2
Q1ndyA0UW2w,Hobbies and Crafts,Toys,34,32311,/content/drive/MyDrive/lab2_howto100m/videos/vid_Q1ndyA0UW2w.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_Q1ndyA0UW2w.npy,True,2
DOkok197vSM,Hobbies and Crafts,Toys,83,115472,/content/drive/MyDrive/lab2_howto100m/videos/vid_DOkok197vSM.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_DOkok197vSM.npy,True,2
7sxA3hM_hLo,Hobbies and Crafts,Toys,31,30800,/content/drive/MyDrive/lab2_howto100m/videos/vid_7sxA3hM_hLo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_7sxA3hM_hLo.npy,True,2
YTu6DPgLPlo,Hobbies and Crafts,Toys,54,62329,/content/drive/MyDrive/lab2_howto100m/videos/vid_YTu6DPgLPlo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_YTu6DPgLPlo.npy,True,2
nt2NdhUWwvo,Hobbies and Crafts,Toys,109,115475,/content/drive/MyDrive/lab2_howto100m/videos/vid_nt2NdhUWwvo.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_nt2NdhUWwvo.npy,True,2
ljvrpuDhlu0,Hobbies and Crafts,Toys,33,79179,/content/drive/MyDrive/lab2_howto100m/videos/vid_ljvrpuDhlu0.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_ljvrpuDhlu0.npy,True,2
AGEI6cR_X2w,Hobbies and Crafts,Toys,77,96401,/content/drive/MyDrive/lab2_howto100m/videos/vid_AGEI6cR_X2w.mp4,already_exists,/content/drive/MyDrive/lab2_howto100m/videoprism_features/vid_AGEI6cR_X2w.npy,True,2
